"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"2","3","Red/White","RW Aggro","Artifacts, Soldiers","15","8","17","2.30","Staggershock, Requisition Raid, Kavaron Harrier, Painter's Studio // Defaced Gallery, Journey to Nowhere, Inspiring Vantage, Irreverent Gremlin, Heartfire Hero, Porcelain Legionnaire, Tax Collector, Archetype of Courage, Arabella, Abandoned Doll, Flametongue Yearling, Shock Brigade, Recruitment Officer, Mountain, Mountain, Mountain, Mountain, Mountain, Dragoon's Lance, Flametongue Kavu, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Mandibular Kite, Thraben Inspector, Dalkovan Packbeasts, Sheltered by Ghosts, Cloudgoat Ranger, Militia Bugler, Sunbaked Canyon, Abrade","Dawnbringer Cleric, Vampire Sovereign, Imperial Oath, Essence Reliquary, Embereth Shieldbreaker, Touch the Spirit Realm, Scrapwork Mutt, Tolls of War, Untethered Express, Bone Shards, Dragon Sniper, Serum Visionary, High-Speed Hoverbike, Air Nomad Legacy, Shepherd of the Clouds, Cogwork Librarian, Thopter Squadron, City of Brass, Weaponize the Monsters, Pummeler for Hire"
"2","4","White","W Weenie","Humans, Creatures","18","5","17","2.96","Witch Enchanter, Dewdrop Cure, Lingering Souls, Combat Thresher, Aerie Auxiliary, Rosie Cotton of South Lane, Horizon Canopy, Glyph Elemental, Sunhome Stalwart, Spectral Procession, Kitchen Finks, Adanto Vanguard, Mana Tithe, Rhox Veteran, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Law-Rune Enforcer, Indebted Spirit, Descendant of Storms, Ominous Cemetery, Goliath, Mass Manipulator, Inspiring Overseer, Gary Clone, All-Fates Stalker, Seeker of the Way, Battle Screech, Mighty Mutanimals","Agonizing Remorse, Circuit Mender, Deceptive Landscape, Veteran Beastrider, Leonardo, Leader in Blue, Shroudstomper, Undead Gladiator, Triarch Praetorian, Guarded Heir, Okoye, Dora Milaje Leader, Wolfwillow Haven, Elas il-Kor, Sadistic Pilgrim, The Neutrinos, Dauntless Scrapbot, Chainweb Aracnir, Tranquil Landscape, Vitu-Ghazi Guildmage, Skateboard, Deep-Cavern Bat, Hero of the Dunes"
"2","5","Black/Red","BR Aristocrats","Humans","12","11","17","2.83","Prismatic Vista, Amethyst Dragon, Umbral Collar Zealot, Sheoldred's Edict, Victimize, Order of Midnight, Morbid Opportunist, Faithless Looting, Blood Crypt, The Eldest Reborn, Joo Dee, One of Many, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Wurmcoil Larva, Bitter Triumph, Eviscerator's Insight, Ka-Zar of the Savage Land, Rite of the Raging Storm, Carrion Feeder, Mountain, Mountain, Forest, Twinshot Sniper, Judith, the Scourge Diva, Grafted Wargear, Forsaken Miner, Spawning Pit, Arc Trail, Sulfurous Springs, Tortured Existence, Yahenni, Undying Partisan","Shefet Archfiend, Breeding Pool, Charging Monstrosaur, Seething Landscape, Dragon Trainer, Icy Manipulator, Bane of Bala Ged, Vilespawn Spider, Bonesplitter, Sinister Starfish, Sheltering Landscape, Monstrous Rage, Coruscation Mage, Seismic Sense, Dream Beavers, Elite Interceptor, Meteor Golem, Night Scythe, Shrine of Burning Rage"
"2","6","Black/Green","BG Graveyard","Spells","9","14","17","3.39","Fell the Profane, Lively Dirge, Fatal Push, Brawn, Amadeus Cho, Troll of Khazad-dûm, Go for the Throat, Duress, Rise of the Witch-king, Scattered Groves, Honest Rutstein, Arbor Elf, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Llanowar Elves, Necromancy, Resentful Revelation, Underground Mortuary, Spinewoods Armadillo, Overgrown Tomb, Hymn to Tourach, Forest, Forest, Forest, Forest, Animate Dead, Pelakka Wurm, Unburial Rites, Insidious Roots, Spider Spawning, Bramble Wurm, Live or Die, Disruptive Stormbrood","Everflowing Chalice, Beanstalk Giant, Eldrazi Ravager, Nyxborn Hydra, Bonder's Ornament, Trumpeting Herd, Rampant Growth, Trostani's Summoner, Stormkeld Vanguard, Propagator Drone, Raven's Crime, Eldrazi Repurposer, Biomechan Engineer, Devoted Druid, Rise of the Ants, Shi'ar Soldier, Grizzly Fate, Environmental Scientist, Vampire Nighthawk"
"2","7","Red","R Burn","Spells, Humans","12","11","17","2.09","Choco-Comet, Gingerbrute, Heartfire Immolator, Thermo-Alchemist, Rimrock Knight, Rift Bolt, Razorkin Hordecaller, Lightning Bolt, Reckless Charge, Kumano Faces Kakkazan, Mishra's Factory, Ahn-Crop Crasher, Reinforced Ronin, Young Pyromancer, Signal Pest, Firebolt, Heirloom Blade, Chain Lightning, Iroh's Demonstration, Greasewrench Goblin, Ghostfire Slice, Goblin Banneret, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Hearth Elemental","Talisman of Creativity, Oliphaunt, Killmonger, Scourge of Wakanda, Thought-Stalker Warlock, Start the TARDIS, The Underworld Cookbook, Timeline Culler, Treasure Keeper, Spyglass Siren, Cliffhaven Kitesail, Basalt Monolith, Night's Whisper, Argyr, Tidal Spinner, Practiced Scrollsmith, Snare Thopter, Codecracker Hound, Lluwen, Exchange Student, Mask of Memory, Faller's Faithful, Lampad of Death's Vigil, Red Guardian, Super-Soldier"
"2","8","Blue/White","UW Control","Spells","11","12","17","2.96","Talisman of Progress, Ponder, Thirst for Identity, Phantom Interference, Ephemerate, Multiversal Passage, Lose Focus, Mulldrifter, Contaminated Landscape, Fetid Pools, Baleful Strix, Irrigated Farmland, Fact or Fiction, Ultimo, Civilization's End, Canyon Crab, Wall of Omens, Cynette, Jelly Drover, Soulherder, Flickerwisp, Island, Island, Island, Island, Island, Island, Island, Island, Memory Lapse, Plains, Plains, Plains, Fallaji Archaeologist, Mana Leak, Sharae of Numbing Depths, Counterspell, Meticulous Archive, Control Magic, Mirrorshell Crab, Cast Out, Watery Grave","Splash Lasher, Prophetic Prism, Eternal Student, Elixir of Immortality, Halo Forager, Waker of Waves, Lord Skitter's Butcher, Ashnod's Altar, Psychic Spiral, Pilgrim's Eye, The Last Ronin's Technique, Shriekmaw, Mouth of the Storm, Dinrova Horror, At Knifepoint, Emergency Eject"
"3","1","Blue/White","UW Control","Humans, Creatures","20","3","17","3.13","Kor Skyfisher, Grey Knight Paragon, Ninja of the Deep Hours, Floodpits Drowner, Spyglass Siren, Reflector Mage, Kitchen Finks, Atraxi Warden, Sicarian Infiltrator, Whirler Rogue, Unnerving Grasp, Cynette, Jelly Drover, Eden, Seat of the Sanctum, Soulherder, Serum Visionary, Getaway Glamer, Codecracker Hound, Flickerwisp, Island, Island, Island, Island, Island, Island, Island, Island, Eldrazi Skyspawner, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Control Magic, Githzerai Monk, Lush Portico, Inspiring Overseer, Agent 13, Sharon Carter, Harrier Strix","Prophetic Prism, The Duke, Rebel Sentry, Curiosity, Glacier Godmaw, Waker of Waves, Ornithopter of Paradise, Repulsive Mutation, Harmonize, Rampant Growth, Colossal Skyturtle, Trostani's Summoner, Mage's Attendant, Rootbound Crag, Air Nomad Legacy, Timeless Witness, Dragoon's Lance, Dauntless Scrapbot, Shepherd of the Clouds, Gary Clone, Thopter Squadron"
"3","2","Black","B Midrange","Spells","10","13","17","2.78","Undercity Sewers, A.I.M. Synthoids, Agonizing Remorse, Dance of the Dead, Golgari Rot Farm, Killmonger, Scourge of Wakanda, Halo Forager, Sheoldred's Edict, Inquisition of Kozilek, Honest Rutstein, The Eldest Reborn, Vampire Sovereign, Talisman of Dominance, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Drown in Sorrow, Bone Shards, Shriekmaw, Bitter Triumph, Demonic Tutor, Underground Mortuary, Overgrown Tomb, Arms of Hadar, Gonti, Lord of Luxury, Accursed Marauder, Deep-Cavern Bat, Power Word Kill, Watery Grave, Dismember, Vampire Nighthawk","Cactusfolk Sureshot, Tandem Lookout, Wayfarer's Bauble, Eddymurk Crab, Priest of the Blood Rite, Behold the Unspeakable, Pilgrim's Eye, Marionette Apprentice, Overwhelming Encounter, Spinewoods Armadillo, Raven's Crime, Biomechan Engineer, Foreboding Landscape, Spider Spawning, Kasmina, Enigmatic Mentor, Faller's Faithful, Grizzly Fate"
"3","3","Blue/White","UW Control","Spells","10","13","17","3.22","Plumecreed Escort, Faerie Conclave, Ephemerate, Circuit Mender, Mulldrifter, Omen of the Sea, Fact or Fiction, Ultimo, Civilization's End, Touch the Spirit Realm, Mishra's Factory, Tax Collector, Lórien Revealed, Isolated Chapel, Argyr, Tidal Spinner, Ka-Zar of the Savage Land, Faebloom Trick, Miscalculation, Mana Tithe, Glimmerpoint Stag, Swords to Plowshares, Island, Island, Island, Island, Island, Island, Island, Plains, Plains, Plains, Plains, Plains, Plains, Mind Stone, Counterspell, Meticulous Archive, Mirrorshell Crab, Remand, Cloudgoat Ranger, Cast Out","Elixir of Immortality, Go for the Throat, Eusocial Engineering, Leonardo, Leader in Blue, Imperial Oath, Guarded Heir, Basalt Monolith, Shepherd of the Flock, Striped Riverwinder, Talisman of Curiosity, Earthrumbler, Archive Dragon, Malevolent Rumble, Mask of Memory, Perilous Landscape, Disruptive Stormbrood, Moment of Truth, City of Brass"
"3","4","Red","R Burn","Artifacts","14","9","17","2.43","Gingerbrute, Opera Love Song, Rimrock Knight, Lightning Bolt, Reckless Charge, Heartfire Hero, Iraxxa, Empress of Mars, Reinforced Ronin, Gut, True Soul Zealot, Mishra's Bauble, Mogg War Marshal, Flametongue Yearling, Ghostfire Slice, Samurai's Katana, Fireblast, Geological Appraiser, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Hordeling Outburst, Flametongue Kavu, Twinshot Sniper, Writhing Chrysalis, Monastery Swiftspear, Sheltered Thicket, Shrine of Burning Rage, Brazen Collector","Everflowing Chalice, Skoa, Embermage, Rubblebelt Maverick, Bountiful Landscape, Diligent Webkeepers, Treasure Keeper, Joo Dee, One of Many, Studious First-Year, Mad Ratter, Skittering Precursor, Stampeding Scurryfoot, Stormkeld Vanguard, Dragon Sniper, Rite of the Raging Storm, Flopsie, Bumi's Buddy, Honored Hydra, Skateboard, Highway Robbery, Autarch Mammoth, Ghor-Clan Rampager, Hearth Elemental"
"3","5","Black","B Midrange","Spells","12","11","17","2.83","Fell the Profane, Shefet Archfiend, Iron-Shield Elf, Troll of Khazad-dûm, Duress, Timeline Culler, Triarch Praetorian, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Sinister Starfish, Necromancy, Resentful Revelation, Wurmcoil Larva, Ravenous Chupacabra, Night's Whisper, Wreckage Wickerfolk, Call of the Death-Dweller, Hymn to Tourach, Reanimate, Carrion Feeder, Forsaken Miner, Unburial Rites, Live or Die, Cult Conscript, Exhume","Bitter Reunion, Artisan of Kozilek, Seething Landscape, Blood Artist, The Underworld Cookbook, Blood Crypt, Ashnod's Altar, Embereth Shieldbreaker, Tolls of War, Curse of Disturbance, Eviscerator's Insight, Sawblade Skinripper, Practiced Scrollsmith, Pyretic Rebirth, At Knifepoint, Coastline Marauders, Lluwen, Exchange Student, Insidious Roots, Rise of the Ants, Sulfurous Springs, Mighty Mutanimals, Yahenni, Undying Partisan"
"3","6","Green","G Counters","Enchantments, Elves","14","9","17","2.04","Utopia Sprawl, Rosie Cotton of South Lane, Elves of Deep Shadow, Horizon Canopy, Arbor Elf, Jewel Thief, Nyxborn Hydra, Renata, Called to the Hunt, Llanowar Elves, Trumpeting Herd, Curse of Predation, Wild Growth, Rishkar, Peema Renegade, Duskwatch Recruiter, Sprout Swarm, Under the Skin, Rancor, Joraga Treespeaker, Hunter's Talent, Eldrazi Repurposer, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Devoted Druid, Fertile Ground, Fyndhorn Elves, Paradise Druid","Oketra's Monument, Simic Growth Chamber, Requisition Raid, Justice, Vance Astrovik, Glyph Elemental, Veteran Beastrider, Victor Timely, Wily Tycoon, Dragon Trainer, Sunhome Stalwart, Rise of the Witch-king, Bonder's Ornament, Surgical Suite // Hospital Room, Okoye, Dora Milaje Leader, Sontaran General, Temur Sabertooth, Dalkovan Packbeasts, Vitu-Ghazi Guildmage, Night Scythe, Shi'ar Soldier, Environmental Scientist, Anafenza, Kin-Tree Spirit"
"3","7","Red/Blue","RU Spellslinger","Spells, Humans","13","10","17","2.35","Staggershock, Choco-Comet, Amethyst Dragon, Steam Vents, Brawn, Amadeus Cho, Thermo-Alchemist, Picklock Prankster, Mischievous Mystic, Balmor, Battlemage Captain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Sprite Dragon, Preordain, Island, Island, Island, Island, Island, Island, Island, Island, Improbable Alliance, Electrostatic Infantry, Sink into Stupor, Shoreline Looter, Into the Roil, Expressive Iteration, Fire Magic, Brimstone Volley, Murmuring Mystic, Slickshot Lockpicker, Khenra Spellspear, Third Path Iconoclast, Abrade","Thirst for Identity, Splash Lasher, Oliphaunt, Beanstalk Giant, Icy Manipulator, Irreverent Gremlin, Canyon Crab, Intimidation Campaign, Ahn-Crop Crasher, Sandstone Oracle, High-Speed Hoverbike, Elas il-Kor, Sadistic Pilgrim, Rhox Veteran, Riftwing Cloudskate, Charging Strifeknight, Peace Strider, Tranquil Landscape, Meteor Golem, Lampad of Death's Vigil, Red Guardian, Super-Soldier, Perilous Myr"
"3","8","Red/White","RW Aggro","Soldiers","15","8","17","2.48","Fabled Passage, Aerie Auxiliary, Multiversal Passage, Rally the Peasants, Inspiring Vantage, Razorkin Hordecaller, Sacred Foundry, Prava of the Steel Legion, Spiteful Prankster, Signal Pest, Archetype of Courage, Arabella, Abandoned Doll, Rally at the Hornburg, Momo, Playful Pet, Splitskin Doll, Recruitment Officer, Mountain, Mountain, Mountain, Mountain, Burst Lightning, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Law-Rune Enforcer, Heroic Reinforcements, Grafted Wargear, Indebted Spirit, Thraben Inspector, Goliath, Mass Manipulator, Battle Screech, Goblin Bombardment, Reprieve, Twinmaw Stormbrood","Reclamation Sage, Meteor Sword, Charging Monstrosaur, Shroudstomper, Aftermath Analyst, Spectral Procession, Epochrasite, Sheltering Landscape, The Aesir Escape Valhalla, Sourbread Auntie, Thran Dynamo, Path to the World Tree, Elite Interceptor, Emergency Eject, All-Fates Stalker, Twisted Landscape, Pierce Strider, Weaponize the Monsters"
"4","1","Red","R Burn","Humans","14","9","17","1.96","Staggershock, Dragon's Rage Channeler, Kavaron Harrier, Opera Love Song, Irreverent Gremlin, Bonesplitter, Reckless Charge, Embereth Shieldbreaker, Kumano Faces Kakkazan, Reinforced Ronin, Reckless Pyrosurfer, Sontaran General, Goblin Surprise, Rally at the Hornburg, Chain Lightning, Iroh's Demonstration, Geological Appraiser, Goblin Banneret, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Rabbit Battery, Voldaren Epicure, Monastery Swiftspear, Pinnacle Monk, Brazen Collector","Amethyst Dragon, Bitter Reunion, Glacier Godmaw, Faithless Looting, Treasure Keeper, Blood Crypt, Primordial Pachyderm, Repulsive Mutation, Mishra's Bauble, Untethered Express, Heirloom Blade, Rite of the Raging Storm, Peace Strider, Dauntless Scrapbot, Judith, the Scourge Diva, Shepherd of the Clouds, Chainweb Aracnir, Gary Clone, Twisted Landscape, Hearth Elemental, Perilous Myr, City of Brass"
"4","2","Red/White","RW Aggro","Humans, Creatures","16","7","17","2.61","Oketra's Monument, Lita, Little Orphan Amphibian, Sunhome Stalwart, Rally the Peasants, Inspiring Vantage, Imodane's Recruiter, Accorder Paladin, Cathar Commando, Mogg War Marshal, Arabella, Abandoned Doll, Splitskin Doll, Samurai's Katana, Mountain, Mountain, Mountain, Mountain, Mountain, Goblin Trenches, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Plains, Heroic Reinforcements, Descendant of Storms, Thraben Inspector, Dalkovan Packbeasts, Sheltered by Ghosts, Inspiring Overseer, Seeker of the Way, Goblin Bombardment, Militia Bugler, Sunbaked Canyon, Mighty Mutanimals, Twinmaw Stormbrood","Drix Interception, Skoa, Embermage, Brawn, Amadeus Cho, Killmonger, Scourge of Wakanda, Heartfire Immolator, Dragon Trainer, Summon: Fenrir, The Underworld Cookbook, Wall of Roots, Blackcleave Cliffs, The Last Ronin's Technique, Overwhelming Encounter, Archetype of Courage, Mage's Attendant, Fireblast, The Neutrinos, Fire Magic, Mask of Memory, Emergency Eject, General Marhault Elsdragon"
